Book,Position ID,CUSIP,Sub Type,PRODUCT_CODE_2052a_Collateral_Class,Issuer,Current Factor,Coupon,Maturity Date,Nominal,CA_NOTIONAL,TOTAL_PAYDOWN_BOOK_VALUE,MTB_BOOK VALUE (Clean),PV_NET (MV Clean),MTB_BOOK PRICE (Clean),PRICE (Mkt),NPV_DISC (Clean MTM),Curve Date,Prepay Model,Prepay Rate,Vol Model,Curve Type,Forward Yield,Prospective Yield,Effective Duration,Effective Convexity,Effective DV01,Dollar Duration,1YR,2YR,3YR,5YR,10YR,20YR,30YR,Average Life,LT CPR,OAS,Z-Spread,Factor,Life CPR,GWAC,WALA,WALS,MaxServicerName,MaxServicerPercent,Eff. Dur,DV01,Dollar Return,Eff. Dur.1,DV01.1,Dollar Return.1,Eff. Dur.2,DV01.2,Dollar Return.2,Eff. Dur.3,DV01.3,Dollar Return.3,Eff. Dur.4,DV01.4,Dollar Return.4,Eff. Dur.5,DV01.5,Dollar Return.5
233_PUB_HTM,611257,01728VUX6,MUNI,IG-2,ALLEGHENY CNTY PA,,3,11/1/2035,1000000," 1,000,000 ", -   ,1004739.61,942024.7,100.474,94.20247,-62714.91,5/29/2026,Muni,100,Single,RFRSwap,3.74,2.94,7.01,-0.09,0.066," 1,987 ",-0.01,-0.02,0.14,1.72,5.19,0.00,0.00,7.4,0.0,-51.5,-31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.15,0.05,24.01,4.44,0.05,19.14,5.49,0.06,13.68,7.16,0.07,0.58,7.42,0.07,-6.13,7.55,0.06,-12.51
233_PUB_HTM,612565,01728VVB3,MUNI,IG-2,ALLEGHENY CNTY PA,,3,11/1/2039,540000," 540,000 ", -   ,533796.84,477065.59,98.8513,88.34548,-56731.25,5/29/2026,Muni,100,Single,RFRSwap,4.14,3.11,9.52,0.29,0.084," 1,366 ",-0.01,-0.01,0.03,0.55,6.11,2.87,0.00,10.8,0.0,-24.1,-6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.15,0.05,28.48,4.96,0.06,23.52,7.22,0.08,16.91,9.65,0.09,0.03,9.93,0.08,-8.27,9.96,0.07,-15.88
233_PUB_HTM,611669,021087VQ1,MUNI,IG-2,ALPINE UT SCH DIST,,4,3/15/2031,3460000," 3,460,000 ", -   ,3505331.45,3490368.42,101.3102,100.8777,-14963.03,5/29/2026,Muni,100,Single,RFRSwap,3.80,3.70,1.49,-0.89,0.015," 2,102 ",0.62,0.15,0.20,0.53,0.00,0.00,0.00,1.2,0.0,-138.7,-93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.01,3.93,0.77,0.01,3.22,0.79,0.01,2.39,1.21,0.01,0.62,2.21,0.02,-1.09,3.10,0.03,-3.76
233_PUB_HTM,611568,021087VT5,MUNI,IG-2,ALPINE UT SCH DIST,,3.25,3/15/2034,1540000," 1,540,000 ", -   ,1545595.15,1540605.68,100.3633,100.03933,-4989.47,5/29/2026,Muni,100,Single,RFRSwap,3.24,3.20,2.53,-1.93,0.025," 1,275 ",0.48,0.20,0.21,0.87,0.78,0.00,0.00,2.2,0.0,-178.1,-74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.01,4.76,0.77,0.01,4.05,0.80,0.01,3.22,2.50,0.03,0.63,4.13,0.04,-2.70,5.19,0.05,-7.23
233_PUB_HTM,612972,022447K39,MUNI,IG-2,ALVIN TX INDEP SCH DIST,,4,2/15/2029,500000," 500,000 ", -   ,505889.84,504036.2,101.178,100.80724,-1853.64,5/29/2026,Muni,100,Single,RFRSwap,3.68,3.54,1.06,-0.45,0.011, 216 ,0.61,0.23,0.24,0.00,0.00,0.00,0.00,1.0,0.0,-119.2,-96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.01,3.41,0.69,0.01,2.75,0.71,0.01,2.01,0.84,0.01,0.51,1.35,0.01,-0.56,1.89,0.02,-2.22
233_PUB_HTM,612874,022447K47,MUNI,IG-2,ALVIN TX INDEP SCH DIST,,4,2/15/2030,250000," 250,000 ", -   ,252764.74,251981.2,101.1059,100.79248,-783.54,5/29/2026,Muni,100,Single,RFRSwap,3.77,3.68,1.23,-0.67,0.013, 125 ,0.59,0.14,0.35,0.14,0.00,0.00,0.00,1.1,0.0,-128.4,-94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.01,3.48,0.69,0.01,2.82,0.71,0.01,2.08,0.92,0.01,0.55,1.71,0.02,-0.76,2.47,0.02,-2.88
233_PUB_HTM,611200,031069XD4,MUNI,IG-2,AMESBURY MA,,2.125,6/1/2037,1665000," 1,665,000 ", -   ,1455395.71,1395717.05,87.4112,83.82685,-59678.66,5/29/2026,Muni,100,Single,RFRSwap,3.95,3.51,8.98,0.56,0.076," 2,697 ",-0.01,-0.03,-0.02,0.03,8.13,0.90,0.00,9.9,0.0,-22.9,-17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.97,0.03,25.30,4.27,0.05,21.74,7.15,0.07,15.71,8.96,0.08,0.22,9.05,0.07,-7.12,9.00,0.06,-13.84
233_PUB_HTM,611913,0342854E3,MUNI,IG-2,ANDOVER MA,,4,1/15/2027,995000," 995,000 ", -   ,995000,995422.87,100,100.0425,422.87,5/29/2026,Muni,100,Single,RFRSwap,3.92,3.99,0.17,-0.34,0.002, 67 ,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.1,0.0,-26.4,-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.38,0.08,0.00,0.32,0.09,0.00,0.23,0.09,0.00,0.05,0.37,0.00,-0.12,0.60,0.01,-0.66
233_PUB_HTM,612703,035438HW3,MUNI,IG-2,ANN ARBOR MI,,4,5/1/2033,2300000," 2,300,000 ", -   ,2386922.41,2369104.19,103.7792,103.00453,-17818.22,5/29/2026,Muni,100,Single,RFRSwap,3.51,3.38,3.79,-0.54,0.039," 3,599 ",0.00,0.10,1.67,1.39,0.62,0.00,0.00,3.8,0.0,-127.0,-96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.73,0.03,14.59,2.81,0.03,11.41,2.84,0.03,8.21,3.82,0.04,1.27,4.46,0.04,-3.00,4.94,0.05,-7.63
233_PUB_HTM,612298,035438HX1,MUNI,IG-2,ANN ARBOR MI,,4,5/1/2034,2685000," 2,685,000 ", -   ,2787481.56,2760379.5,103.8168,102.80743,-27102.06,5/29/2026,Muni,100,Single,RFRSwap,3.59,3.45,4.06,-0.72,0.042," 4,494 ",0.00,0.10,1.61,1.27,1.09,0.00,0.00,4.0,0.0,-128.4,-89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.73,0.03,14.84,2.81,0.03,11.66,2.88,0.03,8.45,4.27,0.04,1.02,5.07,0.05,-3.74,5.61,0.05,-8.93
233_PUB_HTM,612735,035771Q72,MUNI,IG-2,ANNAPOLIS MD,,4,8/1/2028,645000," 645,000 ", -   ,647042.28,646216.6,100.3166,100.18862,-825.68,5/29/2026,Muni,100,Single,RFRSwap,3.91,3.84,0.39,-0.40,0.004, 103 ,0.22,0.14,0.02,0.00,0.00,0.00,0.00,0.3,0.0,-123.4,-86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.76,0.16,0.00,0.65,0.18,0.00,0.48,0.17,0.00,0.12,0.68,0.01,-0.21,1.51,0.02,-1.37
233_PUB_HTM,612095,035771Q80,MUNI,IG-2,ANNAPOLIS MD,,4,8/1/2029,665000," 665,000 ", -   ,667055.49,666223.33,100.3091,100.18396,-832.15,5/29/2026,Muni,100,Single,RFRSwap,3.94,3.89,0.48,-0.66,0.005, 129 ,0.23,0.06,0.19,0.02,0.00,0.00,0.00,0.4,0.0,-142.1,-83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.78,0.16,0.00,0.68,0.18,0.00,0.50,0.18,0.00,0.14,1.04,0.01,-0.36,2.12,0.02,-2.01
233_PUB_HTM,611906,035771Q98,MUNI,IG-2,ANNAPOLIS MD,,4,8/1/2030,685000," 685,000 ", -   ,687005.4,686214.44,100.2928,100.17729,-790.96,5/29/2026,Muni,100,Single,RFRSwap,3.95,3.92,0.55,-0.93,0.006, 152 ,0.23,0.06,0.15,0.14,0.00,0.00,0.00,0.5,0.0,-155.1,-80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.80,0.16,0.00,0.70,0.18,0.00,0.52,0.23,0.00,0.16,1.50,0.02,-0.54,2.72,0.03,-2.71
233_PUB_HTM,612333,035771R22,MUNI,IG-2,ANNAPOLIS MD,,4,8/1/2031,705000," 705,000 ", -   ,707024.33,706164.87,100.2871,100.16523,-859.46,5/29/2026,Muni,100,Single,RFRSwap,3.96,3.94,0.63,-1.21,0.006, 181 ,0.22,0.05,0.06,0.29,0.01,0.00,0.00,0.5,0.0,-161.7,-73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.82,0.16,0.00,0.72,0.18,0.00,0.54,0.27,0.00,0.18,1.88,0.02,-0.75,3.36,0.03,-3.48
233_PUB_HTM,611945,035771R30,MUNI,IG-2,ANNAPOLIS MD,,4,8/1/2032,275000," 275,000 ", -   ,275780.75,275422.02,100.2839,100.15346,-358.74,5/29/2026,Muni,100,Single,RFRSwap,3.97,3.95,0.74,-1.44,0.008, 83 ,0.22,0.05,0.06,0.29,0.07,0.00,0.00,0.6,0.0,-169.2,-66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.84,0.16,0.00,0.74,0.18,0.00,0.56,0.31,0.00,0.20,2.24,0.02,-0.92,3.90,0.04,-4.10
233_PUB_HTM,612698,035771R48,MUNI,IG-2,ANNAPOLIS MD,,4,8/1/2033,285000," 285,000 ", -   ,285799.36,285401.91,100.2805,100.14102,-397.45,5/29/2026,Muni,100,Single,RFRSwap,3.98,3.95,0.86,-1.66,0.009, 99 ,0.22,0.05,0.06,0.27,0.16,0.00,0.00,0.6,0.0,-174.5,-58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.86,0.16,0.00,0.76,0.18,0.00,0.58,0.41,0.00,0.20,2.90,0.03,-1.29,4.59,0.04,-5.11
233_PUB_HTM,612807,03871LDF7,MUNI,IG-2,ARAPAHOE CNTY CO WTR & WSTWTRP,,3,12/1/2037,2000000," 2,000,000 ", -   ,1988127.93,1846890.4,99.4064,92.34452,-141237.53,5/29/2026,Muni,100,Single,RFRSwap,3.83,3.06,7.88,-0.27,0.074," 4,435 ",-0.01,-0.02,0.28,0.69,5.98,0.98,0.00,8.6,0.0,-55.0,-30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.41,0.04,22.72,3.57,0.04,18.80,5.14,0.06,14.13,7.98,0.08,0.39,8.48,0.07,-7.08,8.64,0.07,-14.20
233_PUB_HTM,611852,039069JE0,MUNI,IG-2,ARCADIA CA UNIF SCH DIST,,2,8/1/2035,575000," 575,000 ", -   ,524060.42,488628.39,91.1409,84.97885,-35432.03,5/29/2026,Muni,100,Single,RFRSwap,3.97,3.12,7.81,0.45,0.067, 769 ,-0.02,-0.03,-0.03,1.33,6.56,0.00,0.00,8.4,0.0,-11.8,-7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,15.50,0.29,0.00,15.40,5.14,0.05,12.87,7.46,0.06,0.37,7.63,0.06,-5.89,7.66,0.06,-11.76
233_PUB_HTM,611193,039069JF7,MUNI,IG-2,ARCADIA CA UNIF SCH DIST,,2,8/1/2036,1015000," 1,015,000 ", -   ,906731.07,844801.04,89.3331,83.23163,-61930.03,5/29/2026,Muni,100,Single,RFRSwap,4.02,3.24,8.55,0.56,0.072," 1,457 ",-0.02,-0.03,-0.04,-0.02,8.52,0.15,0.00,9.3,0.0,-10.9,-6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,17.25,0.41,0.00,17.14,5.94,0.06,14.04,8.17,0.07,0.37,8.33,0.06,-6.33,8.36,0.06,-12.55
233_PUB_HTM,612021,040319B61,MUNI,IG-2,ARGYLE TX INDEP SCH DIST,,4,8/15/2031,1000000," 1,000,000 ", -   ,1018622.79,1011785.7,101.8623,101.17857,-6837.09,5/29/2026,Muni,100,Single,RFRSwap,3.75,3.60,1.98,-0.85,0.020, 810 ,0.60,0.37,0.20,0.79,0.03,0.00,0.00,1.8,0.0,-125.8,-87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.01,6.10,1.18,0.01,4.90,1.19,0.01,3.62,1.78,0.02,0.86,2.73,0.03,-1.44,3.49,0.03,-4.56
233_PUB_HTM,612448,040319B79,MUNI,IG-2,ARGYLE TX INDEP SCH DIST,,4,8/15/2032,1000000," 1,000,000 ", -   ,1018421.41,1010693,101.8421,101.0693,-7728.41,5/29/2026,Muni,100,Single,RFRSwap,3.80,3.66,2.18,-1.11,0.022, 892 ,0.58,0.36,0.21,0.84,0.22,0.00,0.00,2.0,0.0,-127.4,-78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.01,6.23,1.18,0.01,5.02,1.19,0.01,3.74,1.94,0.02,0.91,3.11,0.03,-1.68,4.05,0.04,-5.26
233_PUB_HTM,612002,041431SD0,MUNI,IG-2,ARLINGTON CNTY VA,,4,8/15/2034,5000000," 5,000,000 ", -   ,5088790.08,5054328,101.7758,101.08656,-34462.08,5/29/2026,Muni,100,Single,RFRSwap,3.84,3.75,2.50,-1.47,0.026," 5,120 ",0.56,0.35,0.20,0.66,0.73,0.00,0.00,2.3,0.0,-141.8,-79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.01,6.40,1.18,0.01,5.19,1.19,0.01,3.91,2.52,0.03,0.73,4.15,0.04,-2.66,5.33,0.05,-7.34
233_PUB_HTM,611744,041609K31,MUNI,IG-2,ARLINGTON MA,,3,9/1/2035,2160000," 2,160,000 ", -   ,2167334.77,2120820.62,100.3396,98.18614,-46514.14,5/29/2026,Muni,100,Single,RFRSwap,3.23,2.96,5.20,-1.24,0.051," 3,332 ",-0.01,0.46,0.52,1.15,3.08,0.00,0.00,5.0,0.0,-138.7,-81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.13,0.02,13.80,2.21,0.02,11.42,2.56,0.03,8.90,5.37,0.05,0.78,6.31,0.06,-4.91,6.84,0.06,-10.92
233_PUB_HTM,611808,041609K49,MUNI,IG-2,ARLINGTON MA,,3,9/1/2036,2215000," 2,215,000 ", -   ,2217224.93,2122070.12,100.1004,95.80452,-95154.82,5/29/2026,Muni,100,Single,RFRSwap,3.49,2.99,6.30,-1.07,0.061," 4,040 ",-0.01,0.26,0.40,0.67,4.84,0.11,0.00,6.3,0.0,-101.0,-59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.12,0.02,15.21,2.21,0.02,12.86,2.90,0.03,10.24,6.32,0.06,0.68,7.22,0.07,-5.75,7.64,0.06,-12.29
233_PUB_HTM,612027,041609K56,MUNI,IG-2,ARLINGTON MA,,3,9/1/2037,625000," 625,000 ", -   ,624311.73,590047.56,99.8899,94.40761,-34264.17,5/29/2026,Muni,100,Single,RFRSwap,3.61,3.01,7.04,-1.00,0.067," 1,255 ",-0.01,0.19,0.34,0.63,5.23,0.66,0.00,7.1,0.0,-88.6,-51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.12,0.02,16.29,2.22,0.02,13.95,3.17,0.03,11.21,7.04,0.07,0.53,7.96,0.07,-6.45,8.35,0.07,-13.41
233_PUB_HTM,611247,044357PG0,MUNI,IG-2,ASHLAND MA,1,3.5,8/1/2031,240000," 240,000 ", -   ,240000,240116.09,100,100.04837,116.09,5/29/2026,Muni,100,Single,RFRSwap,3.48,3.50,0.48,-1.30,0.005, 41 ,0.19,0.10,0.13,0.12,0.00,0.00,0.00,0.4,0.0,-141.9,-74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.43,0.08,0.00,0.38,0.09,0.00,0.29,0.13,0.00,0.11,1.50,0.02,-0.55,2.65,0.03,-2.74
233_PUB_HTM,612068,046558DS8,MUNI,IG-2,ATASCADERO CA UNIF SCH DIST,,4,8/1/2031,755000," 755,000 ", -   ,768004.69,766696.76,101.7225,101.54924,-1307.93,5/29/2026,Muni,100,Single,RFRSwap,3.67,3.63,1.77,-0.75,0.018, 551 ,0.65,0.35,0.18,0.63,0.02,0.00,0.00,1.7,0.0,-150.8,-122,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.09,0.01,5.83,1.15,0.01,4.64,1.15,0.01,3.40,1.58,0.02,0.80,2.48,0.03,-1.27,3.29,0.03,-4.17
233_PUB_HTM,612747,046558DT6,MUNI,IG-2,ATASCADERO CA UNIF SCH DIST,,4,8/1/2032,770000," 770,000 ", -   ,783020.59,780863.47,101.691,101.41084,-2157.12,5/29/2026,Muni,100,Single,RFRSwap,3.74,3.69,1.98,-0.98,0.020, 627 ,0.63,0.33,0.18,0.70,0.17,0.00,0.00,1.8,0.0,-149.0,-110,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.09,0.01,5.94,1.15,0.01,4.75,1.15,0.01,3.51,1.74,0.02,0.85,2.88,0.03,-1.49,3.83,0.04,-4.86
233_PUB_HTM,611814,047195JC7,MUNI,IG-2,ATHENS OH CITY SCH DIST,,4,12/1/2035,600000," 600,000 ", -   ,622680.61,609739.08,103.7801,101.62318,-12941.53,5/29/2026,Muni,100,Single,RFRSwap,3.79,3.53,4.19,-1.13,0.043," 1,042 ",0.00,0.55,0.92,0.77,1.98,0.00,0.00,4.1,0.0,-118.9,-56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.44,0.03,13.42,2.42,0.03,10.61,2.45,0.03,7.88,4.40,0.05,0.95,5.55,0.06,-4.17,6.30,0.06,-9.93
233_PUB_HTM,612293,0498434S1,MUNI,IG-2,ATTLEBORO MA,,3,10/15/2034,2425000," 2,425,000 ", -   ,2431634.84,2342864.52,100.2736,96.61297,-88770.31,5/29/2026,Muni,100,Single,RFRSwap,3.47,2.96,5.45,-0.86,0.053," 3,847 ",-0.01,0.26,0.50,1.91,2.78,0.00,0.00,5.4,0.0,-90.8,-54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.25,0.03,14.64,2.33,0.03,12.15,2.89,0.03,9.43,5.58,0.05,0.64,6.29,0.06,-5.01,6.60,0.06,-10.78
233_PUB_HTM,611502,0498434T9,MUNI,IG-2,ATTLEBORO MA,,3,10/15/2035,2575000," 2,575,000 ", -   ,2575603.14,2460201.35,100.0234,95.5418,-115401.79,5/29/2026,Muni,100,Single,RFRSwap,3.56,3.00,6.12,-0.82,0.059," 4,535 ",-0.01,0.20,0.44,1.25,4.25,0.00,0.00,6.2,0.0,-82.9,-48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.25,0.03,15.52,2.34,0.03,13.03,3.07,0.03,10.26,6.16,0.06,0.67,6.94,0.06,-5.50,7.26,0.06,-11.71
233_PUB_HTM,612484,0522492S7,MUNI,IG-2,AUSTIN MN,,2.375,12/1/2026,415000," 415,000 ", -   ,415000,414262.42,100,99.82227,-737.58,5/29/2026,Muni,100,Single,RFRSwap,2.73,2.37,0.46,-0.25,0.005, 45 ,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.4,0.0,-105.1,-104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.74,0.13,0.00,0.61,0.13,0.00,0.47,0.24,0.00,0.19,0.49,0.00,-0.22,0.50,0.00,-0.72
233_PUB_HTM,612218,0522492T5,MUNI,IG-2,AUSTIN MN,,2.5,12/1/2027,425000," 425,000 ", -   ,425000,423502.13,100,99.64756,-1497.87,5/29/2026,Muni,100,Single,RFRSwap,2.74,2.50,0.97,-0.83,0.010, 104 ,0.63,0.35,0.00,0.00,0.00,0.00,0.00,0.9,0.0,-131.4,-115,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.96,0.13,0.00,0.83,0.13,0.00,0.70,0.41,0.00,0.39,1.24,0.01,-0.50,1.39,0.01,-1.84
233_PUB_HTM,611445,052430PM1,MUNI,IG-2,AUSTIN TX INDEP SCH DIST,,4,8/1/2031,2000000," 2,000,000 ", -   ,2005944.03,2003338.6,100.2972,100.16693,-2605.43,5/29/2026,Muni,100,Single,RFRSwap,3.96,3.93,0.63,-1.20,0.006, 510 ,0.22,0.05,0.06,0.29,0.01,0.00,0.00,0.5,0.0,-162.1,-73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.82,0.16,0.00,0.71,0.18,0.00,0.53,0.27,0.00,0.18,1.88,0.02,-0.74,3.36,0.03,-3.47
